"protein_name","mri_beta","mri_p","mri_adj_p_sig","ct1_beta","ct_p","ct_adj_p_sig","sig_both","estimate_pnpla3","p.value_pnpla3","pro_sig","estimate_tm6sf2","estimate_hsd17b13","p.value_tm6sf2","p.value_hsd17b13","t_sig","h_sig","gene_description","Liver","Expression_Category","level","estimate_hcc","p.value_hcc","estimate_cirr","p.value_cirr","CellType","enriched","estimate_bmi","p.value_bmi","estimate_alc","p.value_alc"
"acvrl1",0.414969433623821,1.13308730726685e-14,"yes",0.478851751844935,2.86227729977699e-15,"yes","yes",-0.00660755836542044,0.462131921903354,"no",-0.000609892814045227,0.0113132280865952,0.915088119083634,0.239860018208719,"no","no","This gene encodes a type I cell-surface receptor for the TGF-beta superfamily of ligands.
It shares with other type I receptors a high degree of similarity in serine-threonine kinase subdomains,
a glycine- and serine-rich region (called the GS domain) preceding the kinase domain,
and a short C-terminal tail.
The encoded protein,
sometimes termed ALK1,
shares similar domain structures with other closely related ALK or activin receptor-like kinase proteins that form a subfamily of receptor serine/threonine kinases.
Mutations in this gene are associated with hemorrhagic telangiectasia type 2,
also known as Rendu-Osler-Weber syndrome 2.
[provided by RefSeq,
Jul 2008].
 Publication Note:  This RefSeq record includes a subset of the publications that are available for this gene.
Please see the Gene record to access additional publications.
 Evidence Data: CDS exon combination: ERR279862.3895.1,
DRR138524.1149098.1 [ECO:0000331]; RNAseq introns: single sample supports all introns SAMEA1966682,
SAMEA1968540 [ECO:0000348].",1.41503,"Broadly expressed","low",1.56981529591999,6.07613156000453e-08,1.85403643882678,5.81650219678295e-36,"Periportal_LSECs","EC-enriched",3.33058191184581,4.74303020007597e-322,-0.160693314022175,6.69318554741634e-19
"acy1",0.572658813966939,7.92699101259733e-211,"yes",0.392967885368098,2.68539939201262e-74,"yes","yes",0.0412316574478633,1.53973091885884e-31,"yes",0.0174481157223633,-0.0154773264765469,8.69582694239658e-15,4.33370169060249e-05,"yes","no","This gene encodes a cytosolic,
homodimeric,
zinc-binding enzyme that catalyzes the hydrolysis of acylated L-amino acids to L-amino acids and an acyl group,
and has been postulated to function in the catabolism and salvage of acylated amino acids.
This gene is located on chromosome 3p21.1,
a region reduced to homozygosity in small-cell lung cancer (SCLC),
and its expression has been reported to be reduced or undetectable in SCLC cell lines and tumors.
The amino acid sequence of human aminoacylase-1 is highly homologous to the porcine counterpart,
and this enzyme is the first member of a new family of zinc-binding enzymes.
Mutations in this gene cause aminoacylase-1 deficiency,
a metabolic disorder characterized by central nervous system defects and increased urinary excretion of N-acetylated amino acids.
Alternative splicing of this gene results in multiple transcript variants.
Read-through transcription also exists between this gene and the upstream ABHD14A (abhydrolase domain containing 14A) gene,
as represented in GeneID:100526760.
A related pseudogene has been identified on chromosome 18.
[provided by RefSeq,
Nov 2010].",125.591,"Broadly expressed","medium-high",1.08760129744701,4.17481709319992e-20,1.40273038201961,2.59634658972853e-106,"Hepatocyte_6","Hepatocyte-enriched",2.25264904090464,4.74303020007597e-322,0.194239013554324,2.27401517774474e-172
"acy3",0.131411016419883,1.01952502608282e-05,"yes",0.210897151379926,2.44504966211927e-10,"yes","yes",0.0421650374837047,4.31611332584509e-18,"yes",0.00346151070240655,-0.016514897465385,0.262759869200135,0.00154438211714556,"no","no","",21.5473,"Broadly expressed","medium-low",0.973811645032733,1.85235533657783e-11,1.15317209841241,5.88223932891086e-56,"Hepatocyte_3","Hepatocyte-enriched",0.903296740360402,6.62806430243928e-114,0.0228018801711005,0.0183088696199689
"acyp1",0.159178608929116,2.0761169424846e-11,"yes",0.0780176560727249,0.00320158156712793,"no","no",-0.00770764041068649,0.0588848293633409,"no",-0.00026819677376553,0.00260360627536872,0.917808617961781,0.551892797613294,"no","no","This gene is a member of the acylphosphatase family.
The encoded protein is a small cytosolic enzyme that catalyzes the hydrolysis of the carboxyl-phosphate bond of acylphosphates.
Two isoenzymes have been isolated and described based on their tissue localization: erythrocyte (common) type acylphosphatase encoded by this gene,
and muscle type acylphosphatase.
Alternative splicing results in multiple transcript variants.
[provided by RefSeq,
Oct 2014].",2.05825,"Broadly expressed","low",-0.15103537009286,0.417909445172281,-0.122571517932969,0.232524302053159,"Erythroid_Cells","Immune-enriched",0.483392900783946,1.92338766582965e-47,-0.0356093984959981,7.82836660459221e-06
"ada",0.18070221733637,1.17682715442456e-07,"yes",0.209597480363566,5.89963737421346e-08,"yes","yes",0.007919691475345,0.216737594648354,"no",-0.000553316266635016,-0.00711037393068871,0.892172552266388,0.300413078248643,"no","no","This gene encodes an enzyme that catalyzes the hydrolysis of adenosine to inosine in the purine catabolic pathway.
Various mutations have been described for this gene and have been linked to human diseases related to impaired immune function such as severe combined immunodeficiency disease (SCID) which is the result of a deficiency in the ADA enzyme.
In ADA-deficient individuals there is a marked depletion of T,
B,
and NK lymphocytes,
and consequently,
a lack of both humoral and cellular immunity.
Conversely,
elevated levels of this enzyme are associated with congenital hemolytic anemia.
[provided by RefSeq,
Sep 2019].
 Publication Note:  This RefSeq record includes a subset of the publications that are available for this gene.
Please see the Gene record to access additional publications.
 Evidence Data: Transcript exon combination: BC040226.1,
X02994.1 [ECO:0000332]; RNAseq introns: mixed sample support SAMEA1965299,
SAMEA1966682 [ECO:0006172].
 RefSeq Attributes: MANE Ensembl match: ENST00000372874.9/ ENSP00000361965.4; RefSeq Select criteria: based on conservation,
expression,
longest protein.",2.01654,"Broadly expressed","low",0.635883577922052,0.00678224619257404,0.931089021539527,2.48051735623331e-16,"gamma-delta_T_Cells_1","Immune-enriched",1.09671232303798,1.99506818607105e-97,-0.0233552451886667,0.0617058652748266
"ada2",-0.00735926257780487,0.812543581417105,"no",0.281882584249484,3.0767888005087e-16,"yes","no",0.0486324753414227,2.33263299237016e-19,"yes",0.00934290727017384,-0.0145795900844877,0.00665807258077275,0.0119262797921064,"no","no","This gene encodes a member of a subfamily of the adenosine deaminase protein family.
The encoded protein is one of two adenosine deaminases found in humans,
which regulate levels of the signaling molecule,
adenosine.
The encoded protein is secreted from monocytes undergoing differentiation and may regulate cell proliferation and differentiation.
This gene may be responsible for some of the phenotypic features associated with cat eye syndrome.
Alternative splicing results in multiple transcript variants.
[provided by RefSeq,
Aug 2013].",-9,"Not available","Not available",1.72929047246632,3.04882670462628e-41,1.83165690535066,4.72354156210806e-155,NA,NA,1.19375775190948,1.42918847739354e-161,-0.301956378335193,4.52244053643417e-174
"adam12",0.27692836583331,3.42130509905568e-11,"yes",0.324851627239657,2.11215469900807e-12,"yes","yes",-0.00548989546589402,0.465181761069676,"no",0.00573687282379477,0.000964861740374278,0.231025161904124,0.904631763886414,"no","no","This gene encodes a member of a family of proteins that are structurally related to snake venom disintegrins and have been implicated in a variety of biological processes involving cell-cell and cell-matrix interactions,
including fertilization,
muscle development,
and neurogenesis.
Expression of this gene has been used as a maternal serum marker for pre-natal development.
Alternative splicing results in multiple transcript variants encoding different isoforms.
Shorter isoforms are secreted,
while longer isoforms are membrane-bound form.
[provided by RefSeq,
Jan 2014].",0.0542775,"Not expressed in liver","not expressed",0.690454636085561,0.000203986671296528,0.790536591967135,8.40809704036475e-23,"Central_venous_LSECs","EC-enriched",3.78364350942163,4.74303020007597e-322,0.0086999683569596,0.564830944034895
"adam15",-0.190476565919612,1.70722982393662e-06,"yes",-0.0630284880486392,0.15430653990604,"no","no",0.0467751287267532,9.23846505494541e-10,"yes",0.0158908255788474,-0.00953126324495272,0.00110481062314817,0.24420291548977,"no","no","The protein encoded by this gene is a member of the ADAM (a disintegrin and metalloproteinase) protein family.
ADAM family members are type I transmembrane glycoproteins known to be involved in cell adhesion and proteolytic ectodomain processing of cytokines and adhesion molecules.
This protein contains multiple functional domains including a zinc-binding metalloprotease domain,
a disintegrin-like domain,
as well as a EGF-like domain.
Through its disintegrin-like domain,
this protein specifically interacts with the integrin beta chain,
beta 3.
It also interacts with Src family protein-tyrosine kinases in a phosphorylation-dependent manner,
suggesting that this protein may function in cell-cell adhesion as well as in cellular signaling.
Multiple alternatively spliced transcript variants encoding distinct isoforms have been observed.
[provided by RefSeq,
Jul 2008].",11.8022,"Broadly expressed","medium-low",1.95343647882021,7.0956708051167e-10,2.44130577683061,1.65208513158302e-45,"Portal_endothelial_Cells","EC-enriched",-0.575381538215705,2.66405440918521e-20,0.0478002133625234,0.00132902433467666
"adam22",0.0885267186046926,0.0164292911329568,"no",0.151796952349722,0.000255134515274413,"no","no",0.0138295130863763,0.0351344929590403,"no",0.00250071817279686,0.00850240217242198,0.549631942928437,0.226656958668264,"no","no","This gene encodes a member of the ADAM (a disintegrin and metalloprotease domain) family.
Members of this family are membrane-anchored proteins structurally related to snake venom disintegrins,
and have been implicated in a variety of biological processes involving cell-cell and cell-matrix interactions,
including fertilization,
muscle development,
and neurogenesis.
Unlike other members of the ADAM protein family,
the protein encoded by this gene lacks metalloprotease activity since it has no zinc-binding motif.
This gene is highly expressed in the brain and may function as an integrin ligand in the brain.
In mice,
it has been shown to be essential for correct myelination in the peripheral nervous system.
Alternative splicing results in several transcript variants.[provided by RefSeq,
Dec 2010].",0.0815346,"Not expressed in liver","not expressed",0.132986324259419,0.647949786701297,-0.10526398600073,0.527306168814477,"gamma-delta_T_Cells_2","Immune-enriched",1.45900292030099,3.78825993270898e-164,-0.455895755698928,7.23778335380181e-277
"adam23",-0.0743484037946042,0.0363675570653556,"no",0.0550788857632085,0.169785417431612,"no","no",0.0114261407756311,0.0798666210767116,"no",-0.00103566359319746,0.00492315975894065,0.803087966490432,0.481030027281737,"no","no","This gene encodes a member of the ADAM (a disintegrin and metalloprotease domain) family.
Members of this family are membrane-anchored proteins structurally related to snake venom disintegrins and have been implicated in a variety of biological processes involving cell-cell and cell-matrix interactions,
including fertilization,
muscle development,
and neurogenesis.
It is reported that inactivation of this gene is associated with tumorigenesis in human cancers.
[provided by RefSeq,
May 2013].",0.100346,"Not expressed in liver","not expressed",0.321757740959831,0.299738722613925,-0.0646632803703997,0.690200512728995,"alpha-beta_T_Cells","Immune-enriched",0.157967499642817,0.00307643095897801,-0.264245919849076,5.52971737912705e-97
"adam8",0.331614892544333,1.72179522652583e-14,"yes",0.544712759479517,1.7576091754955e-29,"yes","yes",0.0169552513980232,0.0307436635118888,"no",0.00061154002299254,-0.0132612259510436,0.902577388745467,0.114682135993662,"no","no","This gene encodes a member of the ADAM (a disintegrin and metalloprotease domain) family.
Members of this family are membrane-anchored proteins structurally related to snake venom disintegrins,
and have been implicated in a variety of biological processes involving cell-cell and cell-matrix interactions,
including fertilization,
muscle development,
and neurogenesis.
The protein encoded by this gene may be involved in cell adhesion during neurodegeneration,
and it is thought to be a target for allergic respiratory diseases,
including asthma.
Alternative splicing results in multiple transcript variants.
[provided by RefSeq,
Aug 2009].",5.73768,"Broadly expressed","low",1.43048649299914,1.56152330909655e-14,1.36823861478254,1.22928925862087e-34,"gamma-delta_T_Cells_1","Immune-enriched",2.68982691912352,4.74303020007597e-322,-0.288102275280133,2.04636236425673e-77
"adam9",-0.0414139484322394,0.443197935351307,"no",0.138735768391241,0.0202272668122647,"no","no",0.029854923260178,0.000782492984395857,"no",0.00626853424638885,-0.00314967166763441,0.267371580645748,0.740654297621105,"no","no","This gene encodes a member of the ADAM (a disintegrin and metalloprotease domain) family.
Members of this family are membrane-anchored proteins structurally related to snake venom disintegrins,
and have been implicated in a variety of biological processes involving cell-cell and cell-matrix interactions,
including fertilization,
muscle development,
and neurogenesis.
The protein encoded by this gene interacts with SH3 domain-containing proteins,
binds mitotic arrest deficient 2 beta protein,
and is also involved in TPA-induced ectodomain shedding of membrane-anchored heparin-binding EGF-like growth factor.
Several alternatively spliced transcript variants have been identified for this gene.
[provided by RefSeq,
Jul 2010].",3.38938,"Broadly expressed","low",1.57121739695756,2.3220676241848e-14,1.567891046749,6.81051134921643e-46,"Non-inflammatory_Macrophage","Immune-enriched",2.0194464642538,2.64633054284409e-171,-0.0694609572903598,8.87583669553142e-05
